,name,id,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
5451,Coahuila,5387,Valid,"Iron, IIAB",2100000.0,Found,1837.0,28.7,-102.73333,"(28.700000, -102.733330)"
5452,Cobija,5388,Valid,H6,6530.0,Found,1892.0,-22.56667,-70.25,"(-22.566670, -70.250000)"
5455,Cockburn,5391,Valid,L6,2460.0,Found,1946.0,-32.13333,141.03333,"(-32.133330, 141.033330)"
5456,Cocklebiddy,5392,Valid,H5,19500.0,Found,1949.0,-31.93333,126.21667,"(-31.933330, 126.216670)"
5458,Coffeyville,51051,Valid,H5,35900.0,Found,2006.0,37.01667,-95.66667,"(37.016670, -95.666670)"
5459,Colby (Kansas),5394,Valid,H5,2400.0,Found,1940.0,39.41667,-101.05,"(39.416670, -101.050000)"
5461,Coldwater (iron),5398,Valid,Iron,18400.0,Found,1923.0,37.26667,-99.33333,"(37.266670, -99.333330)"
5462,Coldwater (stone),5399,Valid,H5,16000.0,Found,1924.0,37.26667,-99.33333,"(37.266670, -99.333330)"
5463,Cole Creek,5400,Valid,H5,16300.0,Found,1991.0,41.35,-99.11667,"(41.350000, -99.116670)"
5464,Colfax,5402,Valid,"Iron, IAB-ung",2300.0,Found,1880.0,35.3,-81.73333,"(35.300000, -81.733330)"
5465,Colomera,5404,Valid,"Iron, IIE",134000.0,Found,1912.0,37.43333,-3.65,"(37.433330, -3.650000)"
5466,Colonia Obrera,5405,Valid,"Iron, IIIE",12200.0,Found,1973.0,24.01667,-104.66667,"(24.016670, -104.666670)"
5467,Colony,5407,Valid,CO3.0,3912.0,Found,1975.0,35.35,-98.68333,"(35.350000, -98.683330)"
5469,Colton,5410,Valid,"Iron, IIIAB",19670.0,Found,1993.0,46.57056,-117.09861,"(46.570560, -117.098610)"
5473,Comanche (iron),5414,Valid,"Iron, IAB-sLL",19700.0,Found,1940.0,32.01667,-98.7,"(32.016670, -98.700000)"
5474,Comanche (stone),5415,Valid,L5,2400.0,Found,1956.0,31.99167,-98.65167,"(31.991670, -98.651670)"
5476,Conception Junction,53877,Valid,"Pallasite, PMG-an",17000.0,Found,2006.0,40.266667,-94.683333,"(40.266667, -94.683333)"
5477,Concho,5417,Valid,L6,93500.0,Found,1939.0,32.0,-101.5,"(32.000000, -101.500000)"
5480,Cook 001,5421,Valid,H5,105000.0,Found,1989.0,-30.33333,130.53333,"(-30.333330, 130.533330)"
5482,Cook 003,5423,Valid,CK4,1536.9,Found,1986.0,-30.31833,129.06333,"(-30.318330, 129.063330)"
5486,Cook 007,5427,Valid,H4,100000.0,Found,1989.0,-30.61667,130.41667,"(-30.616670, 130.416670)"
5492,Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913.0,36.16667,-85.51667,"(36.166670, -85.516670)"
5493,Coolac,5432,Valid,"Iron, IAB-MG",19280.0,Found,1874.0,-34.96667,148.125,"(-34.966670, 148.125000)"
5495,Coolidge,5434,Valid,C4-ung,4500.0,Found,1937.0,38.03333,-101.98333,"(38.033330, -101.983330)"
5496,Coomandook,5435,Valid,H6,5230.0,Found,1939.0,-35.41667,139.75,"(-35.416670, 139.750000)"
5497,Coon Butte,5436,Valid,L6,2750.0,Found,1905.0,35.0,-111.0,"(35.000000, -111.000000)"
5498,Coonana,5437,Valid,H4,6800.0,Found,1962.0,-29.85,140.7,"(-29.850000, 140.700000)"
5499,Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860.0,36.43333,-87.0,"(36.433330, -87.000000)"
5501,Cope,5440,Valid,H5,12000.0,Found,1934.0,39.66667,-102.83333,"(39.666670, -102.833330)"
5502,Cope (b),5441,Valid,H5,817.0,Found,1967.0,39.68333,-102.845,"(39.683330, -102.845000)"
5503,Copiapo,5442,Valid,"Iron, IAB-MG",20000.0,Found,1863.0,-27.3,-70.4,"(-27.300000, -70.400000)"
5505,Corn,54859,Valid,H5,5176.0,Found,1994.0,35.405,-98.74889,"(35.405000, -98.748890)"
5507,Corowa,5446,Valid,"Iron, IIF",11340.0,Found,1964.0,-36.0,146.36667,"(-36.000000, 146.366670)"
5508,Correo,5447,Valid,H4,1400.0,Found,1979.0,34.95,-107.16667,"(34.950000, -107.166670)"
5509,Corrizatillo,5448,Valid,"Iron, IAB complex",1328.0,Found,1884.0,-26.03333,-70.33333,"(-26.033330, -70.333330)"
5510,Cortez,5449,Valid,H6,715.6,Found,1940.0,37.35,-108.68333,"(37.350000, -108.683330)"
5511,Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000.0,Found,1837.0,35.78333,-83.25,"(35.783330, -83.250000)"
5512,Cosmo Newberry,5452,Valid,"Iron, IIAB",2156.0,Found,1980.0,-27.95,122.88333,"(-27.950000, 122.883330)"
5513,Costilla Peak,5453,Valid,"Iron, IIIAB",35500.0,Found,1881.0,36.83333,-105.23333,"(36.833330, -105.233330)"
5514,Cotesfield,5454,Valid,L6,1160.0,Found,1928.0,41.36667,-98.63333,"(41.366670, -98.633330)"
5516,Cottonwood,5455,Valid,H5,800.0,Found,1955.0,34.83333,-112.01667,"(34.833330, -112.016670)"
5517,Covert,5456,Valid,H5,61000.0,Found,1896.0,39.2,-98.78333,"(39.200000, -98.783330)"
5518,Cowell,5457,Valid,"Iron, IIIAB",5717.0,Found,1932.0,-33.3,136.01667,"(-33.300000, 136.016670)"
5519,Cowra,5458,Valid,"Iron, ungrouped",5560.0,Found,1888.0,-33.85,148.68333,"(-33.850000, 148.683330)"
5523,Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999.0,35.0715,-116.77205,"(35.071500, -116.772050)"
5524,Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999.0,35.05605,-116.7763,"(35.056050, -116.776300)"
5527,Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999.0,35.05242,-116.7667,"(35.052420, -116.766700)"
5529,Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999.0,35.05817,-116.7743,"(35.058170, -116.774300)"
5534,Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999.0,35.05865,-116.76872,"(35.058650, -116.768720)"
5562,Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004.0,35.03842,-116.75818,"(35.038420, -116.758180)"
5574,Crab Orchard,5461,Valid,Mesosiderite-A1,48500.0,Found,1887.0,35.83333,-84.91667,"(35.833330, -84.916670)"
5576,Cranbourne,5463,Valid,"Iron, IAB-MG",8600000.0,Found,1854.0,-38.1,145.3,"(-38.100000, 145.300000)"
5577,Cranfills Gap,5464,Valid,H6,6000.0,Found,1940.0,31.75,-97.75,"(31.750000, -97.750000)"
5578,Cratheús (1931),5466,Valid,"Iron, IVA",27500.0,Found,1914.0,-5.25,-40.5,"(-5.250000, -40.500000)"
5580,Credo,5468,Valid,L6,10820.0,Found,1967.0,-30.36667,120.73333,"(-30.366670, 120.733330)"
5584,Crow Peak,44709,Valid,"Iron, IIAB",6320.0,Found,1958.0,44.47733,-103.972,"(44.477330, -103.972000)"
5585,Cruz del Aire,5478,Valid,"Iron, ungrouped",23000.0,Found,1911.0,26.5,-100.0,"(26.500000, -100.000000)"
5586,Cruz del Eje,51739,Valid,"Iron, IAB complex",14000.0,Found,1971.0,-30.75,-64.78333,"(-30.750000, -64.783330)"
5587,Cuba,5479,Valid,"Iron, IAB?",1500.0,Found,1871.0,22.0,-80.0,"(22.000000, -80.000000)"
5608,Cuero,5493,Valid,H5,46500.0,Found,1936.0,29.01667,-97.28333,"(29.016670, -97.283330)"
5609,Culbertson,5494,Valid,H4,5900.0,Found,1913.0,40.23333,-100.83333,"(40.233330, -100.833330)"
5610,Cullison,5495,Valid,H4,10000.0,Found,1911.0,37.61667,-98.91667,"(37.616670, -98.916670)"
5611,Cumpas,5497,Valid,"Iron, IIIAB",28600.0,Found,1903.0,30.0,-109.66667,"(30.000000, -109.666670)"
5662,Cumulus Hills 04050,46008,Valid,H6,3908.0,Found,2004.0,,,
5663,Cumulus Hills 04051,46009,Valid,H5,1789.9,Found,2004.0,,,
5664,Cumulus Hills 04052,46010,Valid,LL5,1511.2,Found,2004.0,,,
5665,Cumulus Hills 04053,46011,Valid,L5,1310.6,Found,2004.0,,,
5666,Cumulus Hills 04054,46012,Valid,LL6,1113.6,Found,2004.0,,,
5667,Cumulus Hills 04055,46013,Valid,LL6,1715.0,Found,2004.0,,,
5668,Cumulus Hills 04056,46014,Valid,L6,2291.6,Found,2004.0,,,
5669,Cumulus Hills 04057,46015,Valid,L6,2403.2,Found,2004.0,,,
5670,Cumulus Hills 04058,32516,Valid,LL6,1006.1,Found,2003.0,,,
5671,Cumulus Hills 04059,46016,Valid,L5,1858.0,Found,2004.0,,,
5673,Cumulus Hills 04061,32517,Valid,Pallasite,8465.0,Found,2003.0,,,
5674,Cumulus Hills 04062,32518,Valid,Pallasite,15315.0,Found,2003.0,,,
5675,Cumulus Hills 04063,32519,Valid,Pallasite,6188.3,Found,2003.0,,,
5676,Cumulus Hills 04064,32520,Valid,Pallasite,19195.0,Found,2003.0,,,
5677,Cumulus Hills 04065,32521,Valid,Pallasite,5738.0,Found,2003.0,,,
5678,Cumulus Hills 04066,32522,Valid,Pallasite,5877.0,Found,2003.0,,,
5679,Cumulus Hills 04067,32523,Valid,Pallasite,7561.9,Found,2003.0,,,
5680,Cumulus Hills 04068,32524,Valid,Pallasite,20425.0,Found,2003.0,,,
5681,Cumulus Hills 04069,32525,Valid,Pallasite,44700.0,Found,2003.0,,,
5682,Cumulus Hills 04070,32526,Valid,Pallasite,3515.8,Found,2003.0,,,
5683,Cumulus Hills 04071,32527,Valid,Pallasite,2110.1,Found,2003.0,,,
5684,Cumulus Hills 04072,32528,Valid,Pallasite,2312.9,Found,2003.0,,,
5685,Cumulus Hills 04073,32529,Valid,Pallasite,928.2,Found,2003.0,,,
5689,Cumulus Hills 04077,32533,Valid,Pallasite,9625.0,Found,2003.0,,,
5690,Cumulus Hills 04078,32534,Valid,Pallasite,5695.2,Found,2003.0,,,
5691,Cumulus Hills 04079,32535,Valid,Pallasite,12550.0,Found,2003.0,,,
5692,Cushing,5499,Valid,H4,567.0,Found,1932.0,35.96667,-96.76667,"(35.966670, -96.766670)"
5695,Dadin,5503,Valid,Iron,27300.0,Found,1949.0,-38.91667,-69.2,"(-38.916670, -69.200000)"
5697,Dalgaranga,5506,Valid,Mesosiderite-A,12200.0,Found,1923.0,-27.71667,117.25,"(-27.716670, 117.250000)"
5698,Dalgety Downs,5507,Valid,L4,257000.0,Found,1941.0,-25.33333,116.18333,"(-25.333330, 116.183330)"
5699,Dalhart,5508,Valid,H5,4400.0,Found,1968.0,36.04333,-102.40833,"(36.043330, -102.408330)"
5700,Dalton,5509,Valid,"Iron, IIIAB",53000.0,Found,1879.0,34.8,-84.98333,"(34.800000, -84.983330)"
5701,Danby Dry Lake,5510,Valid,H6,8991.0,Found,2000.0,34.216667,-115.05,"(34.216667, -115.050000)"
5709,Dar al Gani 002,5518,Valid,H6,5105.0,Found,1995.0,27.1255,16.05817,"(27.125500, 16.058170)"
5710,Dar al Gani 003,5519,Valid,H6,2020.0,Found,1995.0,27.12633,16.03067,"(27.126330, 16.030670)"
5712,Dar al Gani 005,5521,Valid,CO3,1932.0,Found,1995.0,27.1565,15.9525,"(27.156500, 15.952500)"
5713,Dar al Gani 006,5522,Valid,CO3,3130.0,Found,1995.0,27.16983,15.9255,"(27.169830, 15.925500)"
5715,Dar al Gani 008,5524,Valid,L6,1925.0,Found,1995.0,27.15833,16.11467,"(27.158330, 16.114670)"
5716,Dar al Gani 009,5525,Valid,H6,2235.0,Found,1995.0,27.15267,16.1565,"(27.152670, 16.156500)"
5718,Dar al Gani 011,5527,Valid,H6,898.0,Found,1995.0,27.16467,16.16917,"(27.164670, 16.169170)"
5719,Dar al Gani 012,5528,Valid,L6,769.0,Found,1995.0,27.132,16.29767,"(27.132000, 16.297670)"
5722,Dar al Gani 015,5531,Valid,H6,619.0,Found,1995.0,27.107,16.39333,"(27.107000, 16.393330)"
5723,Dar al Gani 016,5532,Valid,H5,516.0,Found,1995.0,27.098,16.32233,"(27.098000, 16.322330)"
5724,Dar al Gani 017,5533,Valid,L6,713.0,Found,1995.0,27.09267,16.31317,"(27.092670, 16.313170)"
5726,Dar al Gani 019,5535,Valid,H6,3096.0,Found,1995.0,27.08083,16.201,"(27.080830, 16.201000)"
5727,Dar al Gani 020,5536,Valid,L4/5,1190.0,Found,1995.0,27.07717,16.19317,"(27.077170, 16.193170)"
5736,Dar al Gani 029,5545,Valid,H6,1620.0,Found,1995.0,27.20167,16.093,"(27.201670, 16.093000)"
5738,Dar al Gani 032,5548,Valid,CO3,579.0,Found,1995.0,27.08467,16.03683,"(27.084670, 16.036830)"
5742,Dar al Gani 036,5552,Valid,LL6,1214.0,Found,1995.0,27.10383,16.30867,"(27.103830, 16.308670)"
5743,Dar al Gani 037,5553,Valid,LL6,990.0,Found,1995.0,27.10767,16.32383,"(27.107670, 16.323830)"
5744,Dar al Gani 038,5554,Valid,LL6,674.0,Found,1995.0,27.10967,16.3515,"(27.109670, 16.351500)"
5750,Dar al Gani 044,5560,Valid,H4,1741.0,Found,1995.0,27.13933,16.27267,"(27.139330, 16.272670)"
5751,Dar al Gani 045,5561,Valid,H6,1010.0,Found,1995.0,27.14617,16.16367,"(27.146170, 16.163670)"
5756,Dar al Gani 050,5566,Valid,L5,1808.0,Found,1995.0,27.3055,16.20917,"(27.305500, 16.209170)"
5760,Dar al Gani 054,5570,Valid,LL3.8,957.0,Found,1995.0,27.30483,16.30017,"(27.304830, 16.300170)"
5762,Dar al Gani 056,5572,Valid,C3-ung,703.0,Found,1995.0,27.26783,16.41317,"(27.267830, 16.413170)"
5764,Dar al Gani 058,5574,Valid,L5,1490.0,Found,1995.0,27.279,16.21733,"(27.279000, 16.217330)"
5765,Dar al Gani 059,5575,Valid,L5,944.0,Found,1995.0,27.29867,16.16683,"(27.298670, 16.166830)"
5767,Dar al Gani 061,5577,Valid,LL5-6,3130.0,Found,1995.0,27.45767,16.28017,"(27.457670, 16.280170)"
5773,Dar al Gani 067,5583,Valid,CO3,688.0,Found,1995.0,27.1455,15.95067,"(27.145500, 15.950670)"
5781,Dar al Gani 075,5591,Valid,H4,1025.0,Found,1995.0,27.19967,16.03567,"(27.199670, 16.035670)"
5784,Dar al Gani 078,5594,Valid,CO3,838.0,Found,1995.0,27.10483,16.06317,"(27.104830, 16.063170)"
5788,Dar al Gani 082,5598,Valid,CO3,860.0,Found,1995.0,27.167,15.93933,"(27.167000, 15.939330)"
5789,Dar al Gani 083,5599,Valid,CO3,622.0,Found,1995.0,27.15967,15.96283,"(27.159670, 15.962830)"
5795,Dar al Gani 089,5605,Valid,H5,541.0,Found,1995.0,27.143,16.028,"(27.143000, 16.028000)"
5796,Dar al Gani 090,5606,Valid,H5,628.0,Found,1995.0,27.1585,16.03133,"(27.158500, 16.031330)"
5799,Dar al Gani 093,5609,Valid,L6,522.0,Found,1995.0,27.2705,16.04067,"(27.270500, 16.040670)"
5801,Dar al Gani 095,5611,Valid,L5,840.0,Found,1996.0,27.10683,16.51617,"(27.106830, 16.516170)"
5806,Dar al Gani 100,5616,Valid,H6,4840.0,Found,1996.0,27.12117,16.10883,"(27.121170, 16.108830)"
5813,Dar al Gani 1006,5623,Valid,CO3,4150.0,Found,1999.0,27.203,15.90067,"(27.203000, 15.900670)"
5817,Dar al Gani 101,5627,Valid,H6,842.0,Found,1996.0,27.1295,16.06867,"(27.129500, 16.068670)"
5839,Dar al Gani 103,5644,Valid,L5,594.0,Found,1996.0,27.17017,16.0355,"(27.170170, 16.035500)"
5847,Dar al Gani 1037,5652,Valid,Martian (shergottite),4012.4,Found,1999.0,27.33333,16.21667,"(27.333330, 16.216670)"
5849,Dar al Gani 1039,30500,Valid,L6,889.0,Found,1999.0,27.33017,16.23117,"(27.330170, 16.231170)"
5851,Dar al Gani 1040,30501,Valid,CV3,781.0,Found,2001.0,27.28133,16.40833,"(27.281330, 16.408330)"
5853,Dar al Gani 1042,44710,Valid,Lunar,801.0,Found,1999.0,27.182,16.30017,"(27.182000, 16.300170)"
5856,Dar al Gani 1045,49488,Valid,L6,955.0,Found,2005.0,27.49583,16.25833,"(27.495830, 16.258330)"
5868,Dar al Gani 1058,54650,Valid,Lunar (feldsp. breccia),1815.0,Found,1998.0,27.375,16.184,"(27.375000, 16.184000)"
5869,Dar al Gani 1059,56098,Valid,H6,1470.0,Found,2010.0,28.28767,15.49467,"(28.287670, 15.494670)"
5874,Dar al Gani 107,5657,Valid,H6,1510.0,Found,1996.0,27.1345,16.08933,"(27.134500, 16.089330)"
5883,Dar al Gani 116,5666,Valid,H5,615.0,Found,1996.0,27.19583,16.01317,"(27.195830, 16.013170)"
5885,Dar al Gani 118,5668,Valid,L5/6,1770.0,Found,1996.0,27.25483,16.00667,"(27.254830, 16.006670)"
5890,Dar al Gani 123,5673,Valid,H6,511.0,Found,1996.0,27.11067,16.07017,"(27.110670, 16.070170)"
5892,Dar al Gani 125,5675,Valid,H6,860.0,Found,1996.0,27.1205,16.11217,"(27.120500, 16.112170)"
5894,Dar al Gani 127,5677,Valid,H6,619.0,Found,1996.0,27.13317,16.16333,"(27.133170, 16.163330)"
5908,Dar al Gani 142,5691,Valid,H5/6,1225.0,Found,1996.0,27.24733,16.39733,"(27.247330, 16.397330)"
5911,Dar al Gani 146,5694,Valid,H6,837.0,Found,1996.0,27.03367,16.4055,"(27.033670, 16.405500)"
5913,Dar al Gani 148,5696,Valid,H5,1006.0,Found,1996.0,27.04567,16.3795,"(27.045670, 16.379500)"
5920,Dar al Gani 155,5703,Valid,H5,1380.0,Found,1996.0,27.15617,16.029,"(27.156170, 16.029000)"
5932,Dar al Gani 167,5715,Valid,H5-6,1732.0,Found,1996.0,27.18367,16.11583,"(27.183670, 16.115830)"
5933,Dar al Gani 168,5716,Valid,L6,533.0,Found,1996.0,27.24983,16.0205,"(27.249830, 16.020500)"
5934,Dar al Gani 169,5717,Valid,L6,814.0,Found,1996.0,27.63567,16.87778,"(27.635670, 16.877780)"
5935,Dar al Gani 170,5718,Valid,H5-6,759.0,Found,1996.0,27.69983,15.72694,"(27.699830, 15.726940)"
5940,Dar al Gani 175,5723,Valid,H5-6,1641.0,Found,1996.0,27.11783,16.08533,"(27.117830, 16.085330)"
5943,Dar al Gani 178,5726,Valid,L6,640.0,Found,1996.0,27.141,16.16783,"(27.141000, 16.167830)"
5945,Dar al Gani 180,5728,Valid,LL3.9,1700.0,Found,1996.0,27.2645,16.40867,"(27.264500, 16.408670)"
5948,Dar al Gani 183,5731,Valid,L6,612.0,Found,1996.0,27.07717,16.39817,"(27.077170, 16.398170)"
5951,Dar al Gani 186,5734,Valid,CO3,599.0,Found,1996.0,27.10267,16.02833,"(27.102670, 16.028330)"
5953,Dar al Gani 188,5736,Valid,CO3,828.0,Found,1996.0,27.1705,15.94517,"(27.170500, 15.945170)"
5954,Dar al Gani 189,5737,Valid,CO3,3370.0,Found,1996.0,27.18283,15.94233,"(27.182830, 15.942330)"
5955,Dar al Gani 190,5738,Valid,CO3,2550.0,Found,1996.0,27.16467,15.943,"(27.164670, 15.943000)"
5956,Dar al Gani 191,5739,Valid,CO3,1379.0,Found,1996.0,27.1615,15.95083,"(27.161500, 15.950830)"
5957,Dar al Gani 192,5740,Valid,CO3,3145.0,Found,1996.0,27.12817,16.004,"(27.128170, 16.004000)"
5959,Dar al Gani 194,5742,Valid,CO3,581.0,Found,1996.0,27.09967,16.03467,"(27.099670, 16.034670)"
5964,Dar al Gani 199,5747,Valid,H6,1699.0,Found,1996.0,27.058,16.40217,"(27.058000, 16.402170)"
5967,Dar al Gani 202,5750,Valid,H6,554.0,Found,1996.0,27.117,16.01533,"(27.117000, 16.015330)"
5969,Dar al Gani 204,5752,Valid,CO3,720.0,Found,1996.0,27.15117,15.9665,"(27.151170, 15.966500)"
5970,Dar al Gani 205,5753,Valid,H5-6,2195.0,Found,1996.0,27.643,15.90167,"(27.643000, 15.901670)"
5976,Dar al Gani 211,5759,Valid,H6,505.0,Found,1996.0,27.54733,16.3655,"(27.547330, 16.365500)"
5980,Dar al Gani 215,5763,Valid,H6,3600.0,Found,1996.0,27.1275,16.104,"(27.127500, 16.104000)"
5982,Dar al Gani 217,5765,Valid,H6,3550.0,Found,1996.0,27.13083,16.13233,"(27.130830, 16.132330)"
5985,Dar al Gani 220,5768,Valid,H5,719.0,Found,1996.0,27.37883,16.45383,"(27.378830, 16.453830)"
5987,Dar al Gani 222,5770,Valid,LL5-6,837.0,Found,1996.0,27.45333,16.31267,"(27.453330, 16.312670)"
5988,Dar al Gani 223,5771,Valid,L6,890.0,Found,1996.0,27.495,16.259,"(27.495000, 16.259000)"
5993,Dar al Gani 228,5776,Valid,CO3,738.0,Found,1997.0,27.13717,15.8445,"(27.137170, 15.844500)"
5996,Dar al Gani 231,5779,Valid,CO3,932.0,Found,1997.0,27.1685,15.95833,"(27.168500, 15.958330)"
5997,Dar al Gani 232,5780,Valid,H5,1338.0,Found,1997.0,27.16583,16.08617,"(27.165830, 16.086170)"
6013,Dar al Gani 248,5796,Valid,H6,1890.0,Found,1997.0,27.20667,16.2045,"(27.206670, 16.204500)"
6016,Dar al Gani 251,5799,Valid,L6,2412.0,Found,1997.0,27.11583,16.37683,"(27.115830, 16.376830)"
6019,Dar al Gani 254,5802,Valid,LL6,617.0,Found,1997.0,27.11267,16.31583,"(27.112670, 16.315830)"
6021,Dar al Gani 256,5804,Valid,LL5-6,7141.0,Found,1997.0,27.06117,16.17817,"(27.061170, 16.178170)"
6024,Dar al Gani 259,5807,Valid,H6,578.0,Found,1997.0,27.14533,16.08367,"(27.145330, 16.083670)"
6027,Dar al Gani 262,5810,Valid,Lunar (anorth),513.0,Found,1997.0,27.18367,16.30033,"(27.183670, 16.300330)"
6032,Dar al Gani 267,5815,Valid,L5,791.0,Found,1997.0,27.11133,16.27967,"(27.111330, 16.279670)"
6037,Dar al Gani 272,5820,Valid,L6,607.0,Found,1997.0,27.18383,16.12883,"(27.183830, 16.128830)"
6039,Dar al Gani 274,5822,Valid,L6,657.0,Found,1997.0,27.25117,16.07333,"(27.251170, 16.073330)"
6055,Dar al Gani 290,5838,Valid,L5/6,730.0,Found,1997.0,27.08817,16.0575,"(27.088170, 16.057500)"
6059,Dar al Gani 294,5842,Valid,LL4,1616.0,Found,1997.0,27.202,16.36733,"(27.202000, 16.367330)"
6063,Dar al Gani 298,5846,Valid,LL4,2459.0,Found,1997.0,26.78917,16.70467,"(26.789170, 16.704670)"
6071,Dar al Gani 306,5854,Valid,H5/6,616.0,Found,1997.0,27.70467,16.18917,"(27.704670, 16.189170)"
6076,Dar al Gani 311,5859,Valid,H6,707.0,Found,1997.0,27.1595,16.05283,"(27.159500, 16.052830)"
6078,Dar al Gani 313,5861,Valid,L/LL3,3294.0,Found,1997.0,26.80733,15.9015,"(26.807330, 15.901500)"
6080,Dar al Gani 315,5863,Valid,H3-5,525.0,Found,1997.0,27.12217,16.312,"(27.122170, 16.312000)"
6081,Dar al Gani 316,5864,Valid,L6,721.0,Found,1997.0,27.2435,16.081,"(27.243500, 16.081000)"
6083,Dar al Gani 318,5866,Valid,H3,4236.0,Found,1997.0,27.14317,15.873,"(27.143170, 15.873000)"
6084,Dar al Gani 319,5867,Valid,Ureilite-pmict,740.0,Found,1997.0,27.028,16.35867,"(27.028000, 16.358670)"
6087,Dar al Gani 322,5870,Valid,H4,1126.0,Found,1997.0,27.09917,16.14033,"(27.099170, 16.140330)"
6088,Dar al Gani 323,5871,Valid,L4,2711.0,Found,1997.0,28.3,15.7175,"(28.300000, 15.717500)"
6093,Dar al Gani 328,5876,Valid,L6,630.0,Found,1997.0,27.84267,15.8995,"(27.842670, 15.899500)"
6098,Dar al Gani 333,5881,Valid,H5-6,1050.0,Found,1997.0,27.13017,16.23183,"(27.130170, 16.231830)"
6105,Dar al Gani 340,5888,Valid,Ureilite,591.0,Found,1997.0,27.15133,16.045,"(27.151330, 16.045000)"
6116,Dar al Gani 351,5899,Valid,H5,858.0,Found,1997.0,27.17867,16.259,"(27.178670, 16.259000)"
6127,Dar al Gani 362,5910,Valid,L6,527.0,Found,1997.0,27.85883,15.8815,"(27.858830, 15.881500)"
6128,Dar al Gani 363,5911,Valid,L6,639.0,Found,1997.0,27.84983,15.88583,"(27.849830, 15.885830)"
6129,Dar al Gani 364,5912,Valid,L6,982.0,Found,1997.0,27.83933,15.89183,"(27.839330, 15.891830)"
6134,Dar al Gani 369,5917,Valid,H/L3.5,1001.0,Found,1997.0,27.94867,15.90133,"(27.948670, 15.901330)"
6144,Dar al Gani 379,5927,Valid,L6,875.0,Found,1997.0,27.87417,15.88717,"(27.874170, 15.887170)"
6145,Dar al Gani 380,5928,Valid,Eucrite-mmict,661.0,Found,1997.0,27.44217,16.08217,"(27.442170, 16.082170)"
6146,Dar al Gani 381,5929,Valid,L6,930.0,Found,1997.0,27.4345,16.12267,"(27.434500, 16.122670)"
6151,Dar al Gani 386,5934,Valid,H5/6,772.0,Found,1997.0,27.44317,16.1855,"(27.443170, 16.185500)"
6156,Dar al Gani 391,5939,Valid,Eucrite-pmict,1605.0,Found,1997.0,27.35683,16.167,"(27.356830, 16.167000)"
6157,Dar al Gani 392,5940,Valid,H5,718.0,Found,1997.0,27.42383,16.34,"(27.423830, 16.340000)"
6162,Dar al Gani 397,5945,Valid,L6,1008.0,Found,1998.0,27.81833,15.91533,"(27.818330, 15.915330)"
6163,Dar al Gani 398,5946,Valid,H6,502.0,Found,1998.0,27.8365,15.8245,"(27.836500, 15.824500)"
6164,Dar al Gani 399,5947,Valid,L5,11455.0,Found,1998.0,27.86667,15.94283,"(27.866670, 15.942830)"
6165,Dar al Gani 400,5948,Valid,Lunar (anorth),1425.0,Found,1998.0,27.3695,16.19883,"(27.369500, 16.198830)"
6167,Dar al Gani 402,5950,Valid,L6,1861.0,Found,1998.0,27.814,15.9115,"(27.814000, 15.911500)"
6168,Dar al Gani 403,5951,Valid,L6,665.0,Found,1998.0,27.76383,15.91083,"(27.763830, 15.910830)"
6169,Dar al Gani 404,5952,Valid,L6,585.0,Found,1998.0,27.83767,15.91333,"(27.837670, 15.913330)"
6171,Dar al Gani 406,5954,Valid,"Iron, IAB complex",5100.0,Found,1998.0,28.14033,15.82383,"(28.140330, 15.823830)"
6174,Dar al Gani 409,5957,Valid,L6,584.0,Found,1998.0,27.82383,15.8785,"(27.823830, 15.878500)"
6175,Dar al Gani 410,5958,Valid,H5,605.0,Found,1998.0,27.3725,16.24017,"(27.372500, 16.240170)"
6177,Dar al Gani 412,5960,Valid,CK5,946.0,Found,1998.0,27.347,16.08833,"(27.347000, 16.088330)"
6179,Dar al Gani 414,5962,Valid,L6,956.0,Found,1998.0,27.51617,16.28333,"(27.516170, 16.283330)"
6187,Dar al Gani 422,5970,Valid,L6,702.0,Found,1998.0,27.86383,15.87017,"(27.863830, 15.870170)"
6192,Dar al Gani 427,5975,Valid,L6,942.0,Found,1998.0,27.35817,16.43233,"(27.358170, 16.432330)"
6195,Dar al Gani 430,5978,Valid,C3-ung,572.0,Found,1998.0,27.27933,16.41167,"(27.279330, 16.411670)"
6197,Dar al Gani 432,5980,Valid,H4,1555.0,Found,1998.0,27.4475,15.985,"(27.447500, 15.985000)"
6204,Dar al Gani 439,5987,Valid,L6,867.0,Found,1998.0,27.829,15.928,"(27.829000, 15.928000)"
6205,Dar al Gani 440,5988,Valid,L6,1561.0,Found,1998.0,27.48333,16.263,"(27.483330, 16.263000)"
6212,Dar al Gani 447,5995,Valid,H4/5,526.0,Found,1998.0,27.46067,16.17083,"(27.460670, 16.170830)"
